1991,Extracting and Learning an Unknown Grammar with Recurrent Neural Networks,10
1991,Network activity determines spatio-temporal integration in single cells,6
1991,Image Segmentation with Networks of Variable Scales,10
1991,Decoding of Neuronal Signals in Visual Pattern Recognition,6
1991,Analog LSI Implementation of an Auto-Adaptive Network for Real-Time Separation of Independent Signals,4
1991,Learning in Feedforward Networks with Nonsmooth Functions,10
1991,Constructing Proofs in Symmetric Networks,4
1991,A Weighted Probabilistic Neural Network,7
1991,Shooting Craps in Search of an Optimal Strategy for Training Connectionist Pattern Classifiers,7
1991,Multimodular Architecture for Remote Sensing Operations.,10
1991,Learning in the Vestibular System: Simulations of Vestibular Compensation Using Recurrent Back-Propagation,6
1991,Repeat Until Bored: A Pattern Selection Strategy,10
